gene_id,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000168280,KIF5C,1151.1840745046395,0.0470251763263364,0.12587373947462993,0.3735900476351098,0.7087093395070314,0.8110853903088259
ENSG00000168282,MGAT2,188.21973932779713,0.11185265942434548,0.06487345604827924,1.724166804695961,0.08467773487425526,0.18766011069068345
ENSG00000168283,BMI1,3322.701301261386,-0.05785493377026429,0.07385671700329736,-0.7833401770035531,0.4334273759401346,0.589088807666229
ENSG00000168286,THAP11,1688.1711454977717,-0.1306511738694595,0.053738457941439485,-2.4312415888791277,0.01504717762363875,0.0531993928323526
ENSG00000168288,MMADHC,5390.488403549962,0.022147391866519022,0.049764574863435024,0.44504332504188676,0.6562884447584298,0.7735598004562978
ENSG00000168291,PDHB,3778.2290105072902,-0.050683654898855596,0.0510884171068845,-0.9920772215905206,0.32115985717111234,0.48229560881588995
ENSG00000168297,PXK,1281.895069715748,0.20140308626714945,0.06617821342796303,3.04334426444411,0.0023396450630714413,0.013021819335635459
ENSG00000168298,H1-4,196.52519663694662,-0.9196533600464728,0.152316856576914,-6.037764832561945,1.5626357127969092e-9,1.5559752982833485e-7
ENSG00000168300,PCMTD1,3460.0689405588714,0.09017358110598005,0.06347367529610322,1.4206453413217746,0.15541989002751877,0.2907660406654463
ENSG00000168301,KCTD6,831.573479925398,-0.20425628861808712,0.06427211043117287,-3.1779925577022903,0.0014829855741683804,0.009235462451297412
ENSG00000168303,MPLKIP,1983.6749419000244,-0.1336829789386121,0.05883290977481185,-2.2722482952193848,0.023071517786483052,0.07297137378839674
ENSG00000168306,ACOX2,525.8273107817965,-0.23873376103355906,0.1146159091790605,-2.0829024761352586,0.037260113877604056,0.10309046387453706
ENSG00000168309,FAM107A,6445.569028454163,0.37438109446164763,0.16069866732081883,2.329708769234739,0.01982154875287771,0.06496191751347799
ENSG00000168310,IRF2,2451.229173427598,0.08530982309537864,0.04799366190385527,1.7775226917728864,0.07548228072499216,0.1727069461791571
ENSG00000168314,MOBP,17.140276724122646,-0.36103024787354493,0.14726350115674505,-2.4515935383694956,0.014222521582992056,0.050906067233408216
ENSG00000168329,CX3CR1,770.57611292879335,0.8501220612974029,0.154010410163999,5.51989998852769,3.391926579166173e-8,1.8901433065922326e-6
ENSG00000168334,XIRP1,38.21270185024521,0.44742301043231864,0.1909421465194355,2.3432386122608957,0.019117152453222756,0.06332535030042266
ENSG00000168348,INSM2,1.5729688860974567,-0.7304421640679853,0.20916957230943184,-3.4921052617893045,4.792293509659137e-4,0.0039019290586688464
ENSG00000168350,DEGS2,1047.6577332947058,0.8589708334044815,0.13893104981845505,6.182713184179648,6.300913394737166e-10,7.043879992570591e-8
ENSG00000168356,SCN11A,45.568598127636626,-0.30115375213935786,0.14638507296068526,-2.0572709091741817,0.039660174009279646,0.10804590085180223
ENSG00000168374,ARF4,16117.133299211464,0.0022964318095794927,0.05358842225599505,0.04285313343634755,0.9658186085027002,0.981201178079313
ENSG00000168385,SEPTIN2,24588.21864307188,-0.10398732605948025,0.048593461723544,-2.1399448067948077,0.032359227452589553,0.0931066688023713
ENSG00000168386,FILIP1L,1820.4842484530461,0.17888716598161328,0.11676391047509656,1.532041580773936,0.12551217424393898,0.24935486688541825
ENSG00000168389,MFSD2A,680.7817964231161,-0.08095612906735508,0.12499012081379637,-0.6477002225476621,0.5171788602807819,0.6626842832456513
ENSG00000168393,DTYMK,2655.8522932113056,-0.2666648060328241,0.06837624731962247,-3.899962581835011,9.620755576641486e-5,0.0011273916920743483
ENSG00000168394,TAP1,7075.246913030307,-0.017444947516610472,0.11539713272218431,-0.15117314533809728,0.8798391337274631,0.9267299823573314
ENSG00000168395,ING5,1388.7129441623129,-0.1540183880453777,0.0662590274952971,-2.3244891129183802,0.020099294400382262,0.06567139009570837
ENSG00000168397,ATG4B,4170.251492067575,-0.09386446222034577,0.050089238693457494,-1.8739446769153243,0.0609380507274199,0.14809457993532216
ENSG00000168398,BDKRB2,264.6934314972618,0.4714289805114278,0.1165092340195326,4.046279974962271,5.203799010079928e-5,7.060582692604352e-4
ENSG00000168404,MLKL,375.8294863011784,0.1636917047728243,0.0926697870353577,1.766397765761224,0.07732913967880879,0.17576295163119046
ENSG00000168411,RFWD3,2184.7110453176483,-0.09373855602291391,0.06000448753963054,-1.5621924270414507,0.11824266410018612,0.23894572252144716
ENSG00000168412,MTNR1A,2.964315424055478,-0.13989504572657263,0.2647206824452295,-0.5284628478378028,0.5971781266957388,0.7280526488870298
ENSG00000168421,RHOH,119.18251897038789,-0.1405004801520784,0.13326322426460097,-1.0543079752678615,0.2917419385750438,0.45075595523891493
ENSG00000168427,KLHL30,110.06647089563882,0.32782309603551707,0.1511529404559212,2.1688171930146205,0.030096565410780436,0.08831233734544945
ENSG00000168434,COG7,1825.8983781467139,0.0474825111765476,0.047715337867496224,0.9951205062909714,0.3196776582881604,0.4806639400385229
ENSG00000168438,CDC40,1020.7154153385648,-0.01860201492934146,0.06254537656853168,-0.2974163071663502,0.7661486953395699,0.8509546218747801
ENSG00000168439,STIP1,11716.462075308576,-0.1630946420244199,0.049523455091167096,-3.293280764118357,9.902553526963444e-4,0.00677597936043289
